,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,Strength
4073,5,2,1,5,1,1,2,1,1,5,5,1,4,5,1,5,5,5,5,5,5,5,1,5,5,5,4,5,5,2,5,5,1,2,5,3,3,2,3,3,5,4,4,4,5,5,4,5,5
4074,3,1,1,2,1,2,1,1,4,2,3,4,2,1,1,1,4,5,5,5,5,5,5,3,4,4,4,3,4,2,3,2,4,3,5,5,4,3,3,3,4,4,3,3,3,3,3,3,4
4075,1,1,1,1,1,4,1,1,1,2,2,1,2,1,2,2,4,3,5,5,5,5,1,5,5,5,2,1,4,1,3,2,1,1,1,1,2,1,4,1,1,1,1,1,2,3,1,1,4
4076,3,1,1,3,3,1,3,1,5,1,3,3,3,1,4,1,2,3,4,1,1,1,1,3,3,3,1,1,2,3,4,1,1,2,1,1,3,3,2,1,4,3,4,4,4,3,3,4,3
4077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,4,4,1,2,4,1,1,2,4,4,1,5,5,1,3,1,2,1,3,3,1,4,1,1
4078,2,1,1,1,1,1,1,1,5,5,4,3,4,5,5,4,5,5,5,5,5,5,1,4,1,5,1,3,2,3,4,1,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0
4079,1,1,1,3,1,2,2,4,5,5,5,2,3,5,2,5,4,4,4,3,3,5,4,4,5,5,1,3,4,5,5,1,2,1,4,1,4,1,1,1,1,3,1,1,1,2,1,1,0
4080,1,1,1,1,1,1,1,1,5,5,4,1,4,4,2,2,4,2,4,5,4,4,1,1,5,4,4,4,5,2,4,1,1,3,1,1,4,4,2,1,1,1,1,1,1,3,1,1,0
4081,5,4,3,3,5,4,4,4,5,5,4,1,2,3,3,2,1,1,1,1,2,1,2,2,4,5,5,3,5,4,5,5,3,4,5,4,5,4,5,5,3,3,4,3,4,3,3,4,5
4082,1,1,1,5,1,3,2,1,1,1,1,5,3,1,1,3,1,2,4,1,5,2,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,3,1,1
4083,3,1,1,4,2,3,3,1,5,1,1,4,4,2,3,2,5,5,3,5,2,1,4,4,5,3,3,3,2,1,4,1,4,4,5,4,5,4,5,4,4,5,4,5,3,3,3,4,5
4084,4,4,3,5,2,4,2,2,3,3,2,4,2,3,2,3,4,4,2,4,3,4,2,2,5,5,3,2,4,4,3,4,3,3,4,1,5,2,2,4,-1,2,3,3,3,3,2,3,5
4085,3,3,1,3,1,2,1,1,4,4,3,3,3,2,2,1,3,3,3,3,3,3,2,1,5,5,5,4,5,4,3,3,1,1,1,1,2,2,1,2,1,3,1,3,2,2,1,1,4
4086,1,3,1,1,1,1,1,2,2,4,3,1,1,2,3,2,3,4,3,4,5,3,2,4,5,4,5,3,4,1,3,-1,1,1,1,2,2,2,4,-1,3,2,2,5,3,3,4,5,4
4087,3,1,5,5,3,3,3,3,4,3,4,5,3,5,4,5,2,2,3,4,2,4,5,5,1,3,2,4,2,4,4,5,1,1,2,2,3,2,4,5,1,2,2,2,3,3,4,3,2
4088,1,1,1,1,1,-1,1,1,3,1,1,1,1,1,1,1,2,1,3,1,3,3,1,4,5,1,3,1,4,1,1,1,1,4,1,1,4,3,4,1,4,3,1,5,1,3,1,3,1
4089,2,2,1,3,1,2,1,1,4,5,1,4,2,5,4,4,2,4,3,3,4,5,5,3,5,2,2,2,5,2,1,1,2,3,2,1,5,2,5,1,2,2,2,1,5,3,2,1,0
4090,2,3,2,3,1,3,2,3,5,4,5,3,3,4,4,5,4,4,5,4,5,5,5,5,2,3,2,3,3,3,3,2,1,1,1,2,3,2,2,2,1,1,1,1,1,3,1,1,0
4091,1,2,2,2,2,2,2,2,3,4,4,4,4,4,2,3,4,5,5,5,4,4,4,4,4,2,4,4,3,5,4,4,2,2,5,5,5,4,2,4,2,2,5,5,2,2,3,4,5
4092,3,2,1,1,1,2,2,2,4,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,2,4,3,3,2,4,1,2,2,4,1,3,3,3,3,1,3,2,3,3
4093,4,4,1,1,3,5,3,4,5,3,2,5,4,1,4,1,1,4,3,4,4,2,5,4,3,1,4,5,4,1,1,3,3,3,4,1,4,3,4,2,4,4,4,3,5,4,4,4,5
4094,1,1,1,1,1,1,1,1,5,4,4,1,4,4,4,2,4,4,4,4,5,3,5,5,1,4,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0
4095,3,4,3,4,4,4,4,4,3,2,3,2,2,4,2,2,4,2,4,4,3,5,4,3,2,4,2,3,2,3,2,2,4,3,3,4,2,2,3,3,4,4,3,3,2,4,3,2,2
4096,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,4,3,1,1,3,1,3,1,1,4,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
4097,1,1,1,1,1,1,2,1,3,4,4,1,4,3,1,1,4,4,1,4,4,4,2,1,4,4,1,3,1,1,3,1,1,4,1,-1,1,2,2,1,1,1,1,1,4,1,2,1,1
4098,3,1,2,2,2,2,2,2,5,4,3,2,4,3,3,2,5,5,4,5,5,5,2,5,4,3,3,4,5,3,4,3,3,3,2,2,4,2,3,2,1,2,2,2,4,2,2,2,0
4099,3,3,1,3,2,3,4,2,5,5,5,5,5,4,5,3,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,1,4,2,3,2,3,3,4,2,3,5
4100,1,1,1,1,1,1,1,1,5,3,1,2,1,2,1,2,1,1,2,1,1,1,1,2,3,4,3,4,4,4,3,2,1,4,3,3,3,4,4,3,4,3,4,5,3,4,3,3,3
4101,2,1,1,1,1,1,1,1,3,5,4,2,2,4,2,4,2,3,1,5,3,3,1,2,5,5,5,3,5,3,4,4,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,0
4102,1,1,2,1,1,3,2,1,3,5,5,5,5,5,3,5,4,3,3,5,3,3,5,3,5,4,4,4,4,3,5,2,1,3,3,3,2,2,3,5,1,3,1,1,1,3,2,3,0
4103,4,3,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,1,3,3,1,2,3,1,3,1,3,3,4,3,4,4,4,3,3,4,5,4,4,3,4,4,3
4104,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,5,1,2,3,5,5,1,2,1,1,1,1,1,1,1,1,1,3,3,2,3,3,1,1,1,1,1,1,1,2,1,2,1
4105,2,1,1,1,1,2,-1,1,2,2,2,2,1,4,2,4,1,4,4,4,5,4,2,5,2,4,2,3,3,3,3,3,2,2,3,3,1,2,3,5,1,2,1,1,1,1,1,1,4
4106,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,3,3,2,3,2,2,2,5,3,4,2,3,2,2,2,4,3,3,2,2,2,3,2,2,3,3,3
4107,5,3,4,4,1,1,1,3,1,1,1,1,1,1,1,3,1,5,1,1,1,4,5,3,5,5,1,1,1,5,3,3,3,5,1,1,1,1,3,3,4,5,3,1,2,1,3,3,3
4108,1,1,1,1,1,5,2,3,4,4,1,4,1,4,4,2,3,4,1,2,4,5,5,2,4,5,5,2,5,5,5,5,3,4,5,2,4,5,3,5,5,5,5,4,4,5,5,5,5
4109,2,1,1,1,1,1,1,1,5,5,5,3,3,-1,1,1,1,2,4,1,1,1,5,1,1,3,1,2,1,1,1,1,3,1,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1
4110,1,4,1,5,1,2,1,4,3,2,5,5,5,4,5,1,2,5,4,5,5,5,5,5,1,4,1,3,2,4,4,3,1,2,2,4,1,3,1,3,1,3,1,3,4,2,3,3,0
4111,1,2,1,1,1,1,1,1,5,4,4,5,4,2,4,1,3,2,1,1,2,1,1,1,3,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
4112,3,3,1,3,3,3,3,3,5,4,4,5,4,4,4,4,1,2,2,1,3,2,2,1,3,3,3,2,5,2,2,3,1,1,3,2,2,1,1,2,2,3,4,3,3,3,2,2,2
4113,1,1,1,3,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,3,4,1,3,4,3,1,2,4,4,3,4,1,1,2,4,1,1,1,1,1,3,1,1,2,1,3,2,1
4114,3,2,1,2,2,3,2,2,5,4,4,4,4,1,4,5,1,2,3,1,1,2,5,1,5,4,5,1,5,1,2,1,4,3,5,1,4,4,4,2,4,4,4,2,4,1,4,4,3
4115,1,4,2,1,1,1,1,1,1,4,1,1,1,2,1,1,2,3,3,2,5,2,2,1,2,1,1,3,3,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1
4116,5,2,1,3,3,1,3,1,3,3,3,3,3,1,3,-1,4,3,3,5,3,4,3,3,5,4,4,4,4,3,3,3,1,1,3,1,3,1,1,1,1,5,1,3,1,4,1,2,4
4117,4,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,-1,5,4,3,4,5,5,4,4,5,4,4,2,5,4,5,3,2,1,2,1,2,2,2,4
4118,3,1,2,3,2,2,3,2,5,1,1,4,3,1,3,1,4,1,2,4,3,4,2,1,3,3,2,2,1,3,2,3,1,2,2,1,1,1,2,4,2,3,2,1,1,2,2,3,1
4119,1,2,1,2,1,3,1,2,4,4,4,2,4,4,4,3,1,5,4,4,4,2,1,5,4,4,2,5,4,3,2,3,1,1,1,2,4,3,1,2,2,2,3,2,2,4,2,2,0
4120,1,3,1,1,1,2,1,2,5,5,5,4,4,5,5,4,1,3,3,1,3,3,1,4,5,5,5,5,5,3,5,4,2,3,3,3,4,4,4,2,4,4,3,4,4,4,3,3,5
4121,1,1,1,1,1,1,1,1,4,4,4,2,2,4,2,3,1,3,4,4,3,4,3,3,1,2,3,4,2,2,1,1,3,2,2,3,2,2,1,2,1,1,1,1,1,1,1,1,0
4122,3,3,2,2,2,3,2,3,1,3,1,2,1,1,1,1,4,4,2,4,2,5,4,2,5,5,5,3,5,5,5,2,4,3,4,2,5,4,3,4,2,3,3,5,3,3,3,3,3
4123,3,3,2,4,2,3,2,3,-1,3,4,3,3,3,3,3,4,-1,4,2,4,4,2,3,2,2,2,3,2,3,4,2,3,2,4,4,2,4,2,4,2,3,2,2,2,4,4,2,2
4124,3,4,2,4,1,4,3,4,4,5,4,3,3,3,3,3,3,4,4,4,4,4,4,5,5,4,3,4,3,1,4,4,1,1,2,3,1,3,3,3,1,3,1,1,1,3,1,1,0
4125,1,1,1,1,1,2,1,1,5,2,4,5,4,4,3,1,5,5,3,5,4,5,2,2,5,1,4,3,4,3,2,2,3,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,0
4126,4,2,1,2,1,2,1,1,3,3,2,2,3,3,3,2,4,5,2,3,5,4,1,4,4,5,4,1,5,4,4,4,1,2,3,1,2,1,3,4,1,3,2,2,3,2,2,2,4
4127,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3,5,5,5,5,3,2,3,5,3,3,3,3,2,4,3,2,1,3,3,4,3,3,2,1,1,1,1,1,1,1,-1,4
4128,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,2,3,5,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,1,1,3,1,2,1,2
4129,3,2,4,4,2,4,4,4,2,3,2,2,2,4,2,5,4,3,5,2,4,5,4,5,3,3,2,3,3,2,1,1,3,3,4,5,4,4,4,5,2,4,2,2,3,2,2,2,5
4130,5,3,2,2,1,4,1,2,5,4,4,5,4,4,4,3,2,1,2,3,3,4,2,2,4,5,4,4,4,3,4,4,1,3,4,2,3,2,1,2,1,3,1,1,4,4,1,1,0
4131,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,4,2,4,2,4,4,2,2,2,2,2,2,2,2,2,4,3,2,3,3,3,3,3,3
4132,3,1,1,1,1,1,3,1,3,3,1,1,1,4,3,1,1,1,1,1,1,1,1,3,3,4,2,1,2,4,2,1,1,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,3
4133,2,2,5,1,1,2,2,2,3,4,4,5,4,4,4,4,5,5,4,5,5,5,2,5,5,3,3,5,4,2,5,2,3,4,5,1,4,5,3,4,4,1,2,1,5,5,5,4,5
4134,1,2,1,1,1,1,1,2,5,5,5,4,2,4,1,3,3,3,5,3,5,4,3,4,4,4,4,3,4,5,4,2,2,2,3,1,3,2,2,5,1,3,1,1,4,1,1,1,0
4135,1,1,1,2,1,1,1,1,4,5,4,4,5,4,4,4,5,5,4,5,5,5,3,4,4,4,3,2,4,4,5,4,2,3,2,1,2,3,2,4,2,1,2,1,2,2,2,1,0
4136,1,2,2,1,1,1,1,2,4,3,3,3,3,3,3,3,2,3,3,4,4,4,1,4,3,4,2,3,3,2,4,2,2,2,3,2,3,2,2,3,1,2,1,2,2,1,1,1,0
4137,1,1,1,1,1,1,1,2,4,5,5,1,4,5,5,1,2,2,1,2,4,1,1,4,4,4,4,2,4,4,4,4,1,3,4,2,3,3,4,3,2,3,2,2,2,3,3,2,0
4138,4,3,1,4,1,1,4,1,4,5,5,4,4,4,4,1,3,1,2,3,3,3,2,1,4,2,4,2,4,2,4,3,1,3,1,1,1,1,4,2,1,1,1,1,1,3,1,1,0
4139,2,4,2,2,2,3,2,2,3,4,4,2,2,3,2,2,4,4,4,3,3,3,3,3,3,4,3,5,3,4,2,3,3,2,3,2,4,3,2,3,2,2,2,2,3,4,3,2,4
4140,3,3,1,1,1,4,1,4,4,5,4,2,4,5,4,4,2,5,3,3,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,2,1,2,3,4,2,1,1,1,1,1,1,1,0
4141,3,1,1,1,1,1,1,1,5,3,2,4,4,1,4,1,1,1,1,1,1,1,1,1,3,2,4,2,3,1,1,4,2,2,1,5,1,2,1,1,4,4,4,4,4,4,4,4,3
4142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
4143,3,4,2,3,2,4,3,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,1,2,4,4,3,3,4,3,1,2,2,2,3,4,2,2,5
4144,3,3,1,3,1,3,1,4,1,2,1,1,1,1,1,1,4,3,2,4,1,4,4,1,2,4,1,1,1,1,1,1,1,1,3,1,1,4,2,1,2,1,4,2,1,3,4,1,1
4145,1,1,4,2,1,2,1,1,5,5,5,5,5,5,5,4,4,4,4,1,3,5,1,3,1,3,3,4,3,1,4,3,1,1,2,1,2,1,1,3,1,1,2,1,2,1,1,3,0
4146,1,3,2,3,2,4,2,4,4,3,2,3,2,3,2,4,3,4,3,3,4,4,2,4,5,4,4,2,3,3,4,4,1,1,4,2,4,2,1,2,1,2,2,1,1,3,1,1,4
4147,1,1,1,3,3,3,2,3,4,5,5,4,5,5,5,5,2,3,5,5,5,4,5,5,4,4,4,3,1,2,5,4,1,2,2,1,2,1,4,5,2,1,2,2,4,3,1,2,0
4148,1,2,1,1,1,2,1,1,4,1,1,3,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,3,1,1,1,1,3,3,4,5,3,4,4,1,1,3,2,1,1,1,1,1,1
4149,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,4,2,3,4,5,5,4,1,4,5,4,4,2,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
4150,1,3,2,3,3,2,4,2,2,3,2,3,4,2,4,3,2,3,3,3,5,2,4,3,2,2,-1,2,4,3,1,4,2,2,3,1,3,3,1,4,3,3,3,4,3,3,2,4,2
4151,3,1,1,4,2,3,2,2,5,5,5,5,5,4,5,4,3,2,3,4,5,4,3,3,3,3,2,1,3,2,4,2,1,1,2,1,3,1,2,1,2,2,3,1,4,4,1,1,0
4152,4,3,4,4,1,4,1,3,5,3,4,4,3,4,4,5,1,3,2,2,4,3,4,3,4,5,3,2,4,2,3,3,1,2,3,2,4,3,2,3,1,1,5,1,3,3,2,2,2
4153,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2,5,3,1,4,1,2,2,4,4,4,1,1,1,4,1,4,1,3,3,1,1,3,3,1,1,4,1,1
4154,3,2,2,2,1,1,2,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,3,3,3,2,5
4155,1,2,1,5,3,3,1,3,1,2,3,1,1,1,1,1,1,1,1,2,4,5,2,1,1,3,1,1,1,3,4,3,1,1,1,1,2,1,3,3,1,1,5,1,3,4,1,1,1
4156,4,3,3,3,3,3,3,4,2,3,4,3,3,3,4,4,2,2,2,3,2,4,4,2,5,4,5,5,4,4,4,3,1,2,4,2,4,4,4,4,3,3,3,3,4,4,4,3,5
4157,3,4,4,5,1,4,1,3,3,3,3,4,5,3,2,2,4,4,4,5,5,5,2,4,4,4,4,3,4,4,2,3,2,1,2,1,2,1,1,2,4,4,2,2,2,3,3,1,0
4158,1,2,1,1,1,1,1,1,3,4,4,1,1,4,1,1,1,3,5,1,3,1,2,4,1,4,4,1,4,1,3,2,1,4,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1
4159,4,4,2,5,5,5,5,5,3,4,3,4,5,3,3,1,5,5,5,4,4,5,5,4,5,1,2,5,5,2,4,2,3,3,4,1,5,1,5,3,5,5,5,3,5,4,4,5,5
4160,3,1,4,2,1,3,2,1,2,4,4,2,2,4,2,2,1,3,1,1,4,4,3,1,1,3,2,1,3,1,1,2,3,1,3,1,1,3,3,2,2,2,2,1,2,2,2,3,1
4161,1,1,1,1,1,1,1,1,5,4,5,3,5,5,4,4,1,1,1,2,3,1,1,1,4,4,1,2,3,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,4,4,3,1,1
4162,5,1,1,1,1,1,1,1,1,4,4,1,1,3,1,1,1,1,2,1,1,1,1,1,1,5,5,5,5,5,5,4,3,1,1,1,1,1,1,3,1,1,1,5,1,1,1,1,1
4163,3,1,3,3,1,2,1,1,4,1,3,4,1,3,4,3,2,1,4,4,1,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,1,3,3,-1,1,1,3,3,4
4164,1,2,1,1,1,1,1,1,5,3,4,3,1,3,3,3,5,3,5,5,5,5,3,4,3,3,4,2,3,3,3,3,-1,2,1,4,1,3,3,3,1,1,1,1,1,3,1,1,0
4165,1,1,1,1,1,1,1,1,5,4,4,3,3,4,2,2,-1,4,3,5,5,5,4,4,4,5,4,4,5,5,5,4,1,1,2,2,1,1,1,1,2,1,1,2,1,3,1,1,0
4166,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,3,3,3,5,3,1,3,3,3,3,3,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4167,3,1,1,2,2,-1,3,1,3,1,1,1,2,2,2,2,4,4,-1,3,4,4,3,3,5,4,1,3,5,4,5,3,3,4,5,3,5,4,3,4,3,3,3,4,3,3,3,3,3
4168,3,3,2,2,3,3,1,3,4,5,4,3,3,4,4,4,5,4,4,5,5,5,2,4,4,3,3,4,4,3,3,3,2,2,3,3,2,2,2,3,1,1,1,1,3,2,1,1,0
4169,1,4,2,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,2,5,5,5,2,2,4,4,4,5,2,4,4,1,1,1,4,4,3,2,1,4,1,1,4,2,4,4,1,2,5
4170,5,1,3,3,4,1,3,1,1,5,4,2,5,5,4,4,3,5,2,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,5,1,5,1,1,1,1,2,1,3,2,1,1,1,2
4171,3,3,1,3,2,3,3,3,2,3,3,2,2,3,3,4,1,4,2,2,4,3,1,3,4,4,1,4,4,3,4,4,2,3,2,2,4,3,2,3,3,3,3,3,4,3,3,4,3
4172,1,1,1,1,1,1,2,1,5,5,4,3,3,3,2,3,3,3,4,3,4,3,3,2,4,4,5,4,5,4,4,4,3,1,3,5,3,4,5,3,3,3,5,5,3,3,3,2,5
4173,2,1,1,3,3,2,2,2,3,3,3,3,3,3,3,3,4,2,1,2,2,3,3,2,2,4,2,4,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,2,3,3,2,2,3
4174,3,1,4,3,1,4,1,2,5,5,5,5,5,4,5,4,2,3,2,4,4,4,4,3,4,4,5,3,5,5,4,4,1,1,2,2,1,1,2,2,3,3,4,3,5,4,2,3,5
4175,4,2,2,-1,1,2,3,1,4,3,4,4,4,1,4,2,3,3,4,4,3,5,4,3,3,2,2,4,1,4,1,3,3,4,3,3,4,4,2,4,2,3,2,2,3,2,1,2,0
4176,3,3,3,4,2,3,2,2,5,4,1,5,4,5,4,3,4,5,5,5,5,5,5,5,4,5,4,3,5,5,3,4,2,1,4,3,5,2,1,4,1,1,2,2,1,3,1,1,0
4177,2,3,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,5,2,3,5,1,3,4,4,5,5,5,5,1,4,1,3,1,5,2,5,3,1,1,1,1,1,3,1,1,1,1,4
4178,1,2,1,2,1,1,1,1,5,4,3,4,4,4,5,2,4,4,4,3,1,4,1,4,5,4,4,4,4,4,5,4,2,1,2,1,4,1,1,1,3,1,3,4,4,1,4,3,0
4179,4,3,1,3,3,3,3,3,5,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,3,4,3,3,2,2,1,3,3,5,3,4,2,3,1,3,3,3,3,3,2,3
4180,3,3,1,3,1,3,4,4,2,4,5,5,5,5,5,4,1,1,5,4,5,1,1,3,3,5,1,1,1,1,3,1,1,1,5,1,1,3,1,5,1,1,1,1,1,1,1,1,0
4181,1,1,1,1,1,1,1,1,3,4,4,3,4,3,3,3,1,2,1,1,4,3,1,1,1,4,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1
4182,1,1,1,3,1,1,1,1,5,3,3,4,5,2,4,2,3,4,4,4,5,3,4,5,4,4,2,2,4,2,3,2,2,1,1,1,3,2,1,3,1,1,1,1,3,2,1,2,0
4183,4,2,1,1,1,1,2,1,5,2,1,1,1,1,1,5,5,5,4,2,2,2,3,5,2,3,1,2,1,2,1,1,1,2,4,4,5,5,1,4,1,2,1,1,-1,3,1,3,4
4184,2,2,3,3,2,3,3,4,2,4,4,4,4,4,4,5,1,3,4,4,5,2,3,5,2,2,2,4,3,3,4,2,3,2,3,3,3,3,3,3,3,2,3,3,5,4,5,5,5
4185,2,3,1,4,1,4,4,1,3,4,4,5,4,4,1,4,1,1,4,5,5,4,3,5,4,1,3,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0
4186,5,1,4,2,2,3,2,2,1,1,1,1,1,1,1,3,4,1,1,1,1,4,5,4,2,1,3,5,3,4,1,1,4,3,4,4,4,3,5,4,4,4,3,3,3,3,4,3,3
4187,4,1,2,1,2,1,3,1,3,2,1,3,2,2,2,1,1,1,3,1,1,1,1,1,4,4,3,3,4,4,5,4,2,1,2,2,4,3,1,4,4,2,3,3,4,4,3,1,3
4188,3,4,4,4,5,5,3,5,1,3,1,1,1,2,1,3,1,1,1,1,1,1,4,1,2,4,1,3,1,1,1,1,1,3,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1
4189,2,1,1,1,1,4,4,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,5,2,5,3,5,5,5,1,5,1,5,2,5,1,5,1,5,1,3,1,5,1,1,3
4190,4,4,1,4,2,4,4,5,5,3,1,4,2,4,2,2,1,1,5,4,5,1,-1,3,5,4,4,2,4,4,4,3,4,5,5,3,4,5,5,5,4,5,4,4,3,3,3,4,5
4191,3,4,3,4,3,4,3,4,5,4,4,4,3,4,5,4,3,2,2,3,2,4,2,2,3,2,2,3,2,3,2,2,2,2,2,3,4,3,3,3,2,2,3,3,3,3,3,3,2
4192,4,1,4,2,3,5,-1,3,5,4,4,2,3,3,2,5,5,1,2,4,3,5,5,2,4,5,4,3,4,3,4,3,1,2,2,1,4,2,4,2,1,2,3,2,2,3,4,3,5
4193,5,4,1,4,2,4,2,4,3,5,5,4,5,5,4,4,4,3,3,5,4,5,2,5,3,5,4,3,3,4,4,3,2,3,4,1,3,2,3,3,1,1,1,2,1,1,1,1,0
4194,4,4,1,1,1,4,1,1,5,5,3,1,1,5,1,1,4,5,5,4,5,4,3,4,5,4,3,3,1,1,4,3,1,2,4,2,4,3,4,1,1,3,1,1,4,2,1,3,4
4195,1,1,2,1,1,1,1,1,3,3,3,3,3,2,2,2,2,4,3,3,5,4,3,3,4,3,3,2,3,1,1,1,1,2,3,1,4,2,1,1,4,2,2,4,2,1,3,3,4
4196,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,4,4,5,5,3,1,5,4,4,4,3,3,2,1,1,5,2,1,4,5,2,4,2,2,3,1,1,3,3,2,3,4
4197,3,1,1,1,1,2,1,1,2,4,2,3,2,3,1,3,1,2,3,4,3,1,3,3,4,4,5,3,5,4,5,5,2,4,4,3,4,3,4,3,2,1,1,2,1,1,3,2,4
4198,1,2,1,2,1,2,2,1,2,3,2,1,1,2,1,2,3,3,3,4,5,5,1,4,4,4,4,4,5,4,5,4,2,5,5,3,3,3,3,4,4,4,3,4,4,4,3,3,3
4199,2,2,2,3,2,2,3,2,1,3,1,2,2,3,2,1,2,2,4,3,2,4,3,4,5,5,3,3,2,4,4,3,3,3,4,3,4,3,4,2,2,3,3,3,3,3,2,3,3
4200,2,1,1,1,1,1,1,1,5,3,4,4,4,3,4,1,2,1,-1,1,1,1,1,1,1,3,2,1,5,1,1,5,1,1,1,-1,1,1,1,3,1,3,1,2,1,4,4,1,1
4201,2,1,1,1,1,2,1,1,4,4,5,1,4,5,4,4,1,3,4,1,4,1,2,2,4,5,4,3,4,4,4,5,2,2,4,2,4,2,1,2,1,1,1,2,1,3,1,1,0
4202,3,3,3,2,3,3,1,1,1,4,5,1,4,5,4,3,1,4,1,1,1,1,1,3,2,1,4,3,4,4,4,1,4,1,3,3,1,1,5,1,3,1,3,2,1,3,3,3,2
4203,4,3,1,2,2,2,2,2,3,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,5,3,4,5,1,5,4,4,4,4,4,5,3,4,4,4,4,3
4204,5,4,4,5,4,4,5,3,3,5,5,5,5,5,5,5,3,4,4,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,5,5,3,5,5,5,5,5,5,5
4205,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,3,5,1,3,5,2,1,4,3,5,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
4206,5,1,1,4,1,1,1,1,2,4,4,3,1,3,1,1,1,2,2,2,2,1,5,1,2,3,3,5,4,5,4,3,1,3,2,1,3,2,1,4,1,3,1,1,4,3,1,3,3
4207,2,1,1,3,2,1,4,1,5,1,2,4,5,1,5,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,3,3,1,2,3,2,3,4,1,2,2,2,3,2,3,4,1,1,3
4208,1,3,1,4,1,4,2,4,2,5,5,2,2,5,3,3,3,4,5,3,3,5,3,3,3,2,2,2,3,2,2,1,3,2,5,1,4,1,2,1,3,2,3,1,2,1,2,2,2
