,R1,R4,R6,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S3,S4,S5,S6,S7,S8,E3,E5,E8,C5,Strength
2111,5,5,5,5,5,5,3,5,3,5,1,3,5,3,3,1,5,3,3,3,5,1,1,5,5,1,3,5,3,5,C
2112,2,1,1,4,4,4,2,3,3,3,2,3,2,3,1,3,2,1,2,4,3,2,3,2,3,2,2,2,2,3,I
2113,2,1,1,4,2,5,5,5,4,5,1,5,4,5,5,5,5,5,4,3,3,3,3,2,1,1,4,3,1,1,A
2114,3,2,1,3,3,-1,2,1,2,2,5,3,3,-1,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,I
2115,1,1,1,1,4,4,1,4,1,3,1,3,1,1,3,3,4,1,1,1,1,1,3,1,1,1,1,3,1,5,I
2116,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,2,1,3,1,2,3,4,1,1,2,3,C
2117,3,2,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,3,2,S
2118,3,1,1,4,5,3,3,3,5,2,1,3,3,2,4,4,4,3,3,3,5,1,5,1,3,5,3,2,1,1,S
2119,4,2,2,5,4,4,5,4,5,4,2,2,2,2,2,3,3,4,2,4,5,3,5,5,3,3,2,4,2,4,I
2120,4,3,2,4,4,4,4,4,4,4,3,1,2,2,2,2,1,2,2,4,3,2,3,4,3,1,4,4,2,4,C
2121,1,2,2,4,3,3,3,3,3,3,3,4,5,3,5,5,5,3,3,3,4,2,5,3,4,4,2,1,3,1,A
2122,2,5,2,5,5,5,5,4,4,4,3,3,5,5,2,5,4,4,3,2,1,1,1,1,2,1,1,1,1,3,I
2123,1,1,4,1,1,1,3,1,1,1,1,1,1,1,3,1,4,2,1,5,5,5,5,4,4,4,2,4,3,3,S
2124,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,4,1,4,5,1,3,1,1,1,S
2125,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,3,3,5,2,2,1,2,1,1,1,S
2126,4,3,3,3,4,4,4,4,3,3,3,1,4,1,3,4,1,4,2,4,1,4,3,3,4,1,4,4,4,1,I
2127,1,1,1,4,3,3,4,4,3,3,3,4,4,3,4,5,3,5,4,3,1,1,3,1,2,2,3,3,3,2,A
2128,2,4,1,3,4,3,3,4,2,3,3,2,2,2,3,4,4,2,2,2,3,2,4,2,3,4,2,3,3,4,I
2129,4,3,3,4,4,2,3,2,3,2,2,2,4,1,5,5,4,2,3,4,5,4,4,3,3,3,2,2,2,5,S
2130,4,5,4,4,4,3,5,4,3,4,3,2,3,2,4,3,4,5,3,1,1,4,1,2,2,1,5,4,3,3,R
2131,4,2,4,4,3,3,2,3,3,1,3,1,3,3,4,4,4,2,3,5,5,3,5,1,3,1,1,2,1,1,S
2132,5,5,4,5,4,4,4,4,3,4,3,4,3,3,3,5,5,3,4,2,2,2,2,2,2,2,2,3,3,5,C
2133,1,1,1,5,4,4,5,4,3,3,3,1,2,2,3,1,1,3,2,2,5,5,5,5,4,4,2,1,3,1,S
2134,3,1,2,4,4,4,4,4,3,3,3,4,3,4,3,4,3,3,3,5,2,4,3,4,4,4,3,4,4,2,S
2135,2,1,1,4,4,4,2,4,3,4,3,2,3,5,2,3,3,3,3,3,1,3,2,3,1,1,4,5,4,2,I
2136,2,1,2,3,1,2,1,1,3,2,2,1,1,1,1,3,2,1,1,2,1,1,3,4,4,3,2,3,2,4,C
2137,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,3,2,S
2138,3,1,1,3,1,1,3,2,5,3,1,1,1,3,1,1,3,1,3,5,5,5,3,5,5,4,3,1,3,1,S
2139,1,1,2,2,3,2,2,1,2,1,2,3,4,5,5,5,5,5,5,1,4,4,5,3,4,4,3,3,3,1,A
2140,3,3,3,3,4,4,3,4,3,3,2,1,1,3,1,1,1,1,3,4,1,2,1,1,2,1,1,4,1,5,C
2141,3,4,4,4,1,4,2,3,4,4,4,2,1,2,4,4,5,3,2,1,1,1,1,1,3,1,1,3,1,4,R
2142,3,1,2,3,2,2,1,4,2,2,2,2,2,2,2,2,4,2,2,4,1,4,2,1,2,2,4,2,2,4,C
2143,1,3,1,1,3,2,3,2,2,1,3,1,2,5,4,3,4,4,4,3,3,4,3,4,4,1,3,3,1,2,A
2144,3,1,3,5,5,5,4,4,5,4,2,4,5,2,2,3,5,2,2,4,5,3,5,3,4,4,2,3,4,1,I
2145,3,2,2,3,3,3,2,3,4,4,3,4,3,2,4,3,3,5,2,4,2,4,2,4,4,2,3,3,2,3,A
2146,3,3,2,5,5,4,4,4,2,4,2,1,4,4,3,5,1,4,3,2,4,3,3,3,4,3,3,3,3,3,I
2147,3,1,2,5,5,4,5,4,5,3,2,2,1,1,2,2,3,1,2,4,4,4,5,2,4,2,4,4,2,3,I
2148,5,4,1,5,4,4,3,4,4,4,3,5,4,3,4,3,5,4,3,1,1,1,1,3,3,1,3,3,3,3,I
2149,3,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,2,1,1,2,4,1,1,5,3,5,1,E
2150,3,3,3,4,4,1,4,3,1,1,2,1,1,3,3,1,4,2,1,2,3,2,4,3,4,2,4,2,1,3,C
2151,2,1,1,4,4,4,4,4,3,4,3,3,3,4,5,5,2,3,4,4,4,2,5,4,2,4,4,4,4,1,I
2152,1,2,1,1,1,1,2,1,1,2,1,2,4,5,2,5,4,2,4,2,2,2,2,3,2,1,2,3,1,4,C
2153,3,1,2,5,5,5,2,2,5,5,2,2,1,2,1,1,4,5,1,2,1,3,1,1,2,2,4,4,4,1,I
2154,3,5,1,5,5,5,5,5,5,5,5,1,3,3,3,1,1,5,1,5,1,1,5,1,5,5,1,5,5,1,I
2155,1,2,1,2,2,2,3,2,3,2,2,2,3,3,3,3,4,4,4,3,2,4,4,4,4,3,3,2,2,3,A
2156,1,1,1,5,1,1,5,1,1,1,1,5,1,1,5,5,5,1,1,5,5,1,5,1,1,1,1,1,1,1,A
2157,3,3,1,2,5,5,2,1,5,3,1,5,5,4,5,5,5,4,1,5,5,3,-1,5,5,4,4,1,1,1,A
2158,2,1,2,3,3,2,1,1,1,1,1,1,4,1,3,5,5,5,5,4,4,4,3,3,4,4,4,2,2,1,S
2159,2,1,2,3,5,4,4,2,5,2,1,4,4,1,4,3,4,1,1,4,3,2,3,4,4,2,4,3,3,4,S
2160,3,5,5,5,2,3,4,4,4,4,3,2,3,2,5,4,3,5,2,3,5,5,5,2,3,3,2,4,4,3,R
2161,3,1,1,5,1,1,3,1,1,1,1,4,1,4,5,2,3,5,1,2,2,5,3,2,3,1,3,4,2,2,A
2162,5,3,3,3,4,3,2,4,4,4,5,2,2,4,2,4,3,3,4,1,1,2,1,1,1,1,4,4,4,4,I
2163,2,3,1,4,2,3,2,3,1,3,3,1,1,2,1,1,3,3,1,1,1,3,1,1,1,1,1,3,1,4,I
2164,1,3,1,1,1,1,5,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,5,1,1,A
2165,1,5,5,3,5,4,4,4,4,3,5,4,5,5,3,4,3,5,5,4,4,4,4,4,5,4,5,5,5,4,E
2166,2,1,1,4,5,4,5,4,5,4,5,3,4,3,3,3,3,4,4,5,5,4,5,5,5,5,2,5,5,1,S
2167,3,1,3,5,5,5,4,4,5,4,4,2,4,4,4,4,4,4,5,5,5,5,5,2,3,3,3,3,3,1,I
2168,3,2,4,3,2,3,3,3,3,3,1,4,5,4,5,4,5,4,4,4,4,3,5,4,4,2,4,4,3,2,A
2169,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,3,4,4,2,3,2,2,3,2,2,3,I
2170,2,1,1,4,5,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,5,4,5,5,4,2,3,3,4,2,I
2171,3,2,2,4,3,4,2,3,3,3,2,3,2,4,3,2,3,2,2,4,2,3,4,3,3,3,3,3,3,2,S
2172,3,1,1,3,4,3,3,3,4,2,3,3,4,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,3,1,S
2173,3,3,4,3,2,2,2,3,2,3,2,1,1,1,1,1,2,3,1,3,4,2,3,2,3,2,3,3,3,4,C
2174,1,2,2,4,4,4,3,3,4,3,4,3,3,5,4,4,4,3,4,2,4,4,4,3,3,3,1,1,1,1,A
2175,3,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,4,1,1,1,1,1,3,1,4,1,E
2176,4,4,3,5,5,5,3,4,4,5,4,2,3,5,3,4,5,1,5,3,3,1,3,2,2,1,3,3,3,3,I
2177,1,1,2,5,4,3,1,1,3,1,4,1,4,1,3,3,3,1,1,5,4,5,5,5,5,1,1,1,1,1,S
2178,2,3,3,4,5,5,2,2,5,3,2,2,1,5,4,3,5,4,3,1,1,4,2,2,2,1,4,3,3,2,I
2179,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,3,1,2,3,5,1,4,1,5,1,1,1,1,1,A
2180,1,3,4,3,5,1,4,1,4,1,3,2,3,3,5,5,5,5,2,1,1,5,3,5,5,1,1,1,2,1,A
2181,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,A
2182,4,1,2,1,1,2,1,2,2,1,5,1,2,3,1,5,1,2,2,2,2,3,1,-1,5,2,3,4,2,4,C
2183,2,2,-1,3,4,4,2,2,2,1,2,4,5,1,4,4,2,5,3,5,5,5,5,5,5,2,2,2,4,2,S
2184,1,1,1,1,3,3,1,3,3,1,1,1,1,1,1,3,1,3,1,3,3,3,3,1,1,1,3,3,1,1,S
2185,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,4,1,1,1,5,1,2,4,3,3,2,1,1,1,1,S
2186,1,1,1,1,1,1,4,1,2,2,2,1,4,3,2,3,3,2,4,4,3,4,4,4,2,3,2,4,4,2,S
2187,3,2,2,4,5,4,3,2,3,3,2,4,4,4,4,4,5,1,5,4,3,3,3,2,4,3,1,1,2,2,A
2188,3,1,1,1,2,2,1,1,1,1,1,1,1,4,4,4,3,1,1,2,2,2,3,2,3,1,3,3,3,5,C
2189,1,1,1,5,5,5,3,4,5,3,3,1,3,3,1,1,1,4,3,3,4,3,4,1,1,3,1,1,1,3,I
2190,2,3,2,5,4,4,5,4,2,3,4,1,2,2,4,5,1,2,4,5,3,4,4,3,3,2,5,5,5,5,E
2191,1,1,2,4,3,2,1,2,2,3,1,1,3,1,1,2,1,2,1,5,5,2,2,1,1,1,4,5,5,4,C
2192,3,1,1,5,5,5,5,3,5,4,5,5,5,3,3,4,5,5,4,5,5,5,5,5,5,4,5,5,3,1,S
2193,5,5,3,5,3,5,5,5,4,4,5,2,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,4,4,1,A
2194,1,1,1,1,3,1,1,1,4,1,4,5,5,5,5,5,5,3,5,1,4,1,5,5,5,4,1,1,2,1,A
2195,1,3,5,3,5,5,3,5,5,5,5,3,2,3,5,5,5,5,4,2,3,4,4,4,5,1,1,3,1,1,I
2196,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,2,3,4,5,3,2,S
2197,1,1,1,4,3,3,2,1,2,2,5,3,4,5,4,4,3,4,5,3,3,2,4,1,2,1,3,4,3,2,A
2198,3,3,2,4,2,1,1,1,4,2,2,1,3,3,1,4,4,1,4,5,1,1,2,4,5,3,4,4,4,2,S
2199,3,2,2,5,5,4,5,4,3,4,1,1,1,2,2,2,3,5,1,4,5,3,5,1,3,2,3,4,1,2,I
2200,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,5,1,3,3,5,2,4,4,1,4,4,1,2,I
2201,2,2,1,3,3,3,3,3,1,3,1,2,1,2,1,3,1,1,1,3,3,1,3,2,3,2,3,5,2,4,C
2202,1,1,3,1,4,4,1,3,4,3,3,1,1,1,1,4,2,3,2,4,1,1,3,2,3,2,1,3,2,3,I
2203,3,4,4,5,3,3,3,4,3,4,4,1,1,1,1,1,1,3,4,4,4,2,4,2,2,2,5,5,3,5,C
2204,1,1,1,5,3,2,3,2,4,2,2,2,5,-1,3,4,4,5,4,4,3,2,3,3,3,3,4,3,3,2,A
2205,1,3,5,5,3,4,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1,5,3,3,4,5,3,3,3,3,I
2206,3,1,1,4,4,1,2,1,1,2,2,1,5,1,3,4,3,1,3,5,5,1,5,5,4,4,4,4,3,3,S
2207,3,2,2,3,3,4,4,4,2,4,3,2,1,3,2,4,2,2,3,4,3,4,5,4,5,4,4,4,3,3,S
2208,1,3,3,2,3,4,2,2,4,2,4,1,2,2,2,1,3,1,3,4,4,2,5,2,4,4,2,1,1,3,S
2209,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,5,5,5,5,3,5,3,3,3,1,1,S
2210,3,3,2,3,5,4,5,5,5,4,5,3,5,3,5,5,5,5,3,5,2,4,5,4,5,2,2,4,2,1,I
2211,3,5,2,2,3,2,3,1,2,3,2,3,5,5,5,2,5,4,3,3,4,2,2,5,2,2,5,5,5,3,C
2212,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,-1,2,2,1,-1,3,1,3,1,2,3,1,2,E
2213,3,2,3,2,4,4,3,4,5,4,4,1,1,5,2,1,2,3,4,4,4,3,3,4,1,2,4,4,2,5,I
2214,1,1,1,3,5,5,4,4,5,4,4,1,2,1,4,3,3,2,2,1,2,1,2,1,2,2,1,1,1,1,I
2215,1,1,1,1,5,1,1,1,1,1,1,1,2,2,1,3,1,1,1,3,3,2,3,2,4,1,5,5,3,2,E
2216,3,1,2,3,4,1,2,2,3,2,2,4,4,2,2,2,5,5,3,2,3,4,2,3,5,4,4,2,3,1,A
2217,3,3,4,4,5,4,3,3,3,3,4,3,4,5,4,3,5,4,5,5,4,3,5,4,4,3,3,4,3,4,A
2218,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,3,5,4,4,5,2,1,1,1,S
2219,2,3,3,1,3,2,1,1,3,1,2,5,3,4,5,3,5,5,3,4,1,4,3,3,3,1,4,4,4,2,A
2220,4,3,3,5,4,4,4,4,4,4,4,1,4,4,1,3,3,4,4,5,4,3,5,3,3,4,2,1,1,4,I
2221,2,2,3,4,4,3,4,3,3,3,4,1,4,3,4,4,4,4,3,3,4,2,3,3,4,1,3,4,1,3,I
2222,4,1,1,4,5,4,3,4,4,1,5,1,4,5,2,4,3,1,4,4,5,4,5,5,5,3,4,4,5,1,S
2223,2,1,1,4,5,4,3,4,4,3,2,3,5,4,4,5,5,2,4,5,2,4,2,4,5,3,4,4,4,3,A
2224,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,A
2225,3,3,2,4,4,4,4,4,4,4,2,4,2,4,2,4,5,2,2,4,5,4,5,5,5,3,5,5,2,4,S
2226,5,1,1,1,5,3,1,1,4,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,1,I
2227,3,2,2,4,3,3,4,4,3,4,2,2,4,4,4,5,-1,2,3,4,2,5,4,2,4,2,2,2,4,4,I
2228,1,1,1,3,1,2,2,2,1,2,1,2,4,3,4,5,2,5,4,5,5,2,4,1,1,1,2,2,1,1,A
2229,4,2,1,2,2,2,1,1,2,1,1,3,1,5,5,2,5,5,2,3,3,4,2,3,2,2,2,2,4,2,A
2230,3,3,3,5,3,3,4,3,3,3,4,4,4,3,4,3,4,4,3,3,1,3,2,4,3,3,3,4,3,4,A
2231,5,1,2,4,4,4,3,4,4,4,5,3,4,5,4,5,4,4,4,3,3,4,3,3,5,1,2,1,4,3,A
2232,1,1,1,5,3,4,4,4,3,4,3,3,1,2,2,2,5,3,2,1,1,1,2,1,1,1,1,4,1,2,I
2233,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,5,1,5,3,4,5,4,3,3,1,S
2234,3,1,1,4,5,3,1,1,4,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,3,3,3,2,1,1,I
2235,3,2,3,4,4,3,2,1,3,1,2,1,4,3,3,3,2,4,3,4,3,4,3,5,4,3,4,2,2,2,S
2236,2,3,2,4,4,4,3,3,3,3,3,3,3,2,4,3,5,3,3,3,2,3,4,3,3,3,3,3,4,2,I
2237,1,2,1,3,3,2,2,3,3,1,1,2,4,4,1,4,2,1,3,2,2,2,3,1,1,2,3,4,2,2,A
2238,3,2,2,3,5,5,2,2,5,3,2,5,2,3,4,3,5,3,2,3,3,2,3,2,2,1,4,3,3,1,I
2239,3,1,1,2,3,3,1,1,5,1,1,1,1,1,1,1,1,1,1,3,3,4,2,4,4,2,2,2,2,3,C
2240,5,4,5,1,4,3,1,3,5,3,5,1,2,2,3,3,5,4,5,4,2,4,3,3,4,3,4,4,5,5,C
2241,5,3,3,5,1,3,5,5,3,5,5,1,1,1,1,1,2,1,3,5,3,5,2,1,2,4,1,1,1,1,I
2242,2,4,4,5,5,5,4,5,5,4,5,4,5,3,5,5,5,5,5,5,2,5,5,1,5,2,1,1,5,1,I
2243,2,1,1,5,4,3,5,4,4,3,1,3,5,4,4,5,5,1,3,4,4,4,5,4,3,3,3,3,3,2,S
2244,2,1,3,2,3,3,4,2,3,2,2,4,4,3,5,3,4,1,4,3,2,3,3,2,2,2,3,2,2,2,A
2245,4,4,3,4,4,4,4,4,2,1,1,4,1,4,5,4,4,3,1,5,5,3,5,2,4,2,4,5,5,5,C
2246,3,1,4,3,3,3,2,3,4,2,2,4,4,4,4,4,4,2,3,4,2,3,-1,3,2,2,3,3,3,2,A
2247,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,4,3,5,2,I
2248,2,1,3,4,4,4,3,3,5,2,3,2,3,5,1,1,4,3,5,4,4,3,5,2,3,3,4,3,3,1,I
2249,1,4,1,4,4,4,4,4,2,4,-1,2,4,4,3,5,3,2,3,3,3,4,3,2,3,4,2,3,4,3,S
2250,3,1,1,5,5,-1,5,5,5,4,3,2,3,4,3,3,3,5,4,2,4,3,4,3,3,3,2,2,3,1,I
2251,2,1,1,3,4,4,2,4,4,4,3,4,2,3,2,3,4,3,2,2,2,3,2,3,3,1,1,2,2,3,I
2252,4,5,2,4,5,4,5,3,3,1,5,4,5,5,5,1,5,3,5,5,5,5,3,4,4,3,5,4,3,1,A
2253,1,2,2,5,5,5,4,4,5,2,4,2,4,2,3,4,3,3,2,4,4,4,5,3,3,4,2,3,2,1,I
2254,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,2,3,2,3,1,1,5,4,3,2,C
2255,1,1,1,1,1,4,4,3,3,1,3,1,2,1,4,4,5,4,1,2,3,1,1,1,1,1,1,1,1,1,A
2256,1,1,1,2,1,2,-1,1,1,1,1,-1,2,2,5,5,4,1,1,3,5,1,5,4,4,4,2,1,1,1,S
2257,5,3,1,5,4,3,5,2,1,2,1,3,3,2,3,2,3,4,2,5,5,3,4,4,5,5,4,5,4,4,C
2258,3,4,4,5,4,4,4,4,5,5,4,3,2,4,3,3,4,3,3,4,3,3,2,2,2,2,3,4,4,3,I
2259,4,4,1,4,5,4,4,4,3,3,2,2,2,5,5,4,5,1,4,1,2,1,5,1,1,1,4,2,4,3,I
2260,1,1,1,3,4,4,1,1,2,3,1,4,3,4,5,5,5,3,2,1,1,1,1,3,3,1,1,1,3,1,A
2261,5,4,5,1,2,2,3,3,3,3,4,1,2,2,1,3,3,5,1,4,2,2,4,4,4,2,3,4,4,3,R
2262,4,3,-1,3,2,1,1,2,3,2,3,3,5,4,4,4,3,4,5,4,4,2,4,4,4,4,4,4,4,2,A
2263,2,4,3,4,3,3,3,4,3,3,4,3,3,4,3,3,4,5,4,1,1,4,2,2,2,1,3,4,4,2,A
2264,3,1,4,5,4,4,4,5,4,4,5,1,1,1,1,4,3,1,1,1,3,1,5,1,1,4,4,5,1,1,I
2265,3,2,2,3,3,2,3,2,3,2,3,2,2,3,3,1,4,5,4,2,3,4,3,4,2,3,4,3,4,4,E
2266,1,1,1,3,1,1,3,1,1,-1,1,1,1,4,2,3,1,3,1,4,3,4,3,3,3,1,3,4,3,1,S
2267,3,1,2,2,4,3,1,2,4,2,2,2,2,5,5,4,3,4,5,5,4,4,5,3,2,4,2,3,2,2,S
2268,2,4,3,4,4,4,4,4,4,4,4,3,2,2,4,2,4,2,2,3,1,4,2,1,2,1,2,1,1,3,I
2269,4,2,1,2,3,3,2,2,3,2,2,1,2,5,3,2,4,3,3,3,1,2,3,5,2,2,4,4,4,4,E
2270,1,1,1,4,1,1,2,1,4,1,3,1,4,4,2,1,1,4,3,4,3,3,3,4,4,4,4,4,3,1,S
2271,3,4,3,4,4,4,4,4,3,4,2,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,3,3,4,2,S
2272,1,1,5,3,4,4,5,3,3,2,1,1,3,4,4,5,5,1,4,4,5,3,5,4,4,4,4,3,4,2,S
2273,5,1,2,5,4,3,1,2,3,4,1,2,3,1,1,1,4,5,1,5,1,4,4,3,5,2,1,1,4,4,S
2274,1,2,2,1,1,1,3,1,2,1,1,4,3,2,4,3,5,4,1,3,5,2,5,4,3,4,4,3,4,5,S
2275,1,2,2,1,2,1,2,1,2,1,1,2,4,3,2,4,4,1,3,4,4,5,4,3,4,3,4,3,3,2,S
2276,2,4,4,4,-1,4,5,3,5,2,5,4,2,1,3,2,5,2,3,4,2,5,2,2,2,3,4,5,4,4,C
2277,5,3,2,3,1,1,2,1,1,1,5,1,5,2,4,5,4,2,4,5,1,4,2,2,3,1,2,5,4,4,C
2278,4,3,3,2,3,3,4,4,3,3,3,1,1,3,2,1,3,2,3,4,4,3,5,4,3,4,4,4,3,3,S
2279,5,4,3,3,1,1,2,2,2,2,3,3,3,2,2,1,3,5,2,4,3,3,4,3,4,5,4,5,4,3,C
2280,5,5,4,3,3,3,4,3,3,3,2,4,4,5,5,4,5,5,5,5,4,5,4,3,5,2,1,1,1,1,A
2281,3,2,5,5,4,4,5,4,4,4,4,3,3,3,3,5,3,3,4,5,3,4,4,1,4,1,4,5,1,5,I
2282,4,2,1,4,4,2,2,2,3,2,4,2,2,4,1,1,3,2,2,4,4,3,4,3,3,1,5,4,4,4,E
2283,2,2,1,5,3,3,4,4,4,2,1,4,3,4,4,1,5,2,3,3,3,3,4,5,4,4,2,3,3,2,S
2284,4,1,5,3,4,4,4,3,4,3,4,4,3,3,4,4,4,3,3,3,4,4,5,3,5,2,5,3,4,2,S
2285,2,5,2,5,4,4,5,5,4,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,2,3,2,5,1,2,I
2286,3,5,4,4,3,3,4,3,2,3,1,5,5,2,5,3,5,5,1,3,4,4,3,2,3,3,1,1,3,1,A
2287,2,3,3,3,2,1,3,3,1,1,1,3,5,3,3,4,3,1,3,4,4,1,4,2,2,1,4,3,3,4,E
2288,1,1,1,4,4,4,4,4,4,4,1,2,4,1,1,4,3,1,1,3,4,2,4,2,5,1,3,4,1,1,I
2289,1,1,3,3,3,1,3,3,4,3,3,5,5,5,5,5,5,2,5,5,1,4,3,2,3,2,3,4,3,1,A
2290,1,2,2,5,4,4,3,4,4,4,3,4,4,4,3,4,3,3,4,4,2,4,4,2,4,3,3,4,4,2,I
2291,3,4,4,4,4,4,3,4,4,4,5,1,3,5,2,3,1,4,5,4,3,1,4,3,3,3,3,4,4,4,I
2292,3,1,3,5,1,3,5,4,3,3,2,3,1,1,3,3,3,4,2,5,3,3,4,3,3,4,3,2,4,3,S
2293,1,1,1,5,4,2,1,2,1,1,1,5,5,3,5,4,5,3,2,4,3,4,5,3,1,1,4,3,1,1,A
2294,2,2,2,3,4,3,1,3,3,3,2,3,2,2,2,2,3,2,2,4,4,2,4,3,3,3,2,1,2,2,S
2295,3,2,1,5,5,5,4,4,5,4,4,3,3,3,4,4,4,5,4,5,3,5,4,4,4,2,2,2,4,-1,I
2296,3,2,3,4,4,4,4,3,4,1,2,2,2,3,1,2,2,2,3,5,4,5,4,5,5,4,2,4,2,1,S
2297,4,2,2,4,2,-1,5,2,5,4,5,-1,2,4,3,3,1,4,-1,2,1,1,4,2,3,2,4,3,2,4,C
2298,3,3,3,4,4,4,1,3,4,3,4,5,5,3,5,5,5,1,5,5,5,4,5,5,5,5,2,1,4,3,S
2299,2,2,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,5,5,4,4,4,4,2,4,4,3,3,S
2300,3,3,2,4,5,5,3,4,5,4,4,1,2,3,2,2,4,4,1,3,2,4,4,4,1,4,2,5,4,1,I
2301,2,1,2,4,2,1,4,3,1,4,1,2,1,1,2,1,1,1,1,5,5,2,5,5,4,5,4,-1,2,2,S
2302,1,4,1,4,3,4,5,4,3,3,4,3,1,1,3,3,3,-1,1,3,4,4,3,4,4,2,1,3,-1,5,I
2303,3,1,2,4,1,1,4,4,1,1,3,3,3,4,3,3,3,1,4,4,5,4,5,3,2,1,2,2,1,3,S
2304,1,1,1,4,5,4,5,5,4,4,1,5,4,3,4,4,5,4,3,2,4,2,4,1,2,1,1,3,1,2,I
2305,5,4,2,5,2,4,4,4,3,3,4,2,1,2,3,1,4,3,1,3,1,3,1,2,3,1,1,1,1,3,I
2306,2,2,3,4,4,4,4,4,4,3,4,4,3,4,3,2,4,3,4,3,4,4,3,3,3,3,3,3,3,2,I
2307,3,3,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,C
2308,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,4,1,1,2,5,4,5,5,3,4,2,2,2,1,1,S
2309,1,2,2,4,5,5,2,3,5,5,3,3,2,3,5,5,5,1,5,4,4,4,4,3,5,5,1,1,2,2,S
2310,4,1,1,1,1,1,1,1,3,1,5,1,1,3,-1,1,1,3,1,4,4,5,3,1,1,1,4,4,1,3,E
2311,1,1,1,4,3,4,4,5,4,5,2,1,1,4,3,4,4,2,4,1,2,1,2,1,3,3,2,3,4,3,I
2312,1,1,3,3,3,1,2,1,2,1,1,4,4,4,4,3,5,4,3,5,1,1,2,3,3,1,3,4,3,4,A
2313,3,1,3,4,4,2,1,1,4,2,1,1,1,4,1,1,2,4,2,4,3,4,4,4,4,1,2,1,3,3,S
2314,1,1,1,4,4,4,4,2,1,2,1,4,2,2,1,2,4,1,1,4,5,1,5,3,4,4,1,2,1,4,S
2315,3,1,1,5,4,4,3,4,4,4,3,1,1,2,1,2,2,1,2,4,3,4,3,4,3,4,3,2,4,2,I
2316,3,1,1,4,2,1,3,1,4,1,1,2,2,2,3,4,4,2,1,4,5,4,5,2,4,4,3,1,1,2,S
2317,2,3,4,5,4,5,4,5,5,5,5,2,3,2,1,3,2,4,2,4,5,4,4,3,3,3,3,3,2,4,I
2318,3,2,2,1,3,4,1,2,2,2,4,4,2,2,1,2,5,1,2,3,4,2,2,3,2,2,1,1,2,2,C
2319,2,2,2,2,1,1,1,1,2,2,1,4,2,1,5,4,4,1,3,4,1,3,3,2,3,3,1,2,3,2,A
2320,1,1,1,1,3,1,3,1,1,1,1,1,3,4,3,4,4,1,1,4,1,3,3,4,3,1,3,4,3,3,E
2321,3,3,4,5,4,4,5,3,2,3,4,2,1,3,2,1,3,5,3,1,4,5,1,3,2,1,3,2,2,4,I
2322,2,1,4,5,5,5,4,5,5,4,1,2,4,5,5,5,5,1,5,3,5,4,5,4,4,5,3,2,4,3,S
2323,5,3,4,5,5,5,5,5,5,4,2,3,2,3,3,5,3,3,3,5,4,5,4,5,5,3,2,1,2,4,I
